name	block	poss	xcoord	ycoord	treat	col.E	total_treat	flooded	tag	mother	sp	poss	A	E	U	gs	Tlm	Qleaf	jam	starttime 	time	dtime	Ci	com	date	cycle.start	dia
D3	D	3	14.5	0	18	silver	31	1	D_Slep_3	Slep_m_2	slep	3	1.91	1.01	70.5	0.03	38.3	363	14:32	08:00	06:32	6.53	295	NA	20.08.2015	04.08.2015	4.53
D3	D	3	14.5	0	18	silver	33	1	D_Slep_3	Slep_m_2	slep	3	0.48	1.25	70.5	0.06	39.8	520	09:26	08:00	01:26	1.43	357	NA	22.08.2015	04.08.2015	4.53
D30	D	30	16	1.5	18	silver	18	1	D_Ptom_30	Ptom_4	ptom	30	-0.34	0.69	NA	NA	NA	472	11:04	08:00	03:04	3.07	NA	NA	04.08.2015	14.07.2015	4.06
D31	D	31	16.5	1.5	12	blue	6	1	D_Sxan_31	8m_Sxan_3	sxan	31	-0.8	0.51	NA	NA	NA	41	15:01	08:00	07:01	7.02	NA	NA	29.07.2015	14.07.2015	3.17
D33	D	33	13.5	2	9	black	8	1	D_Slep_33	8Pslep_2	slep	33	2.28	1.3	NA	NA	NA	401	11:15	08:00	03:15	3.25	NA	NA	03.08.2015	14.07.2015	4.4
D36	D	36	15	2	6	yellow	2	1	D_Sxan_36	Sxan_1	sxan	36	0.34	0.74	NA	NA	NA	456	10:52	08:00	02:52	2.87	NA	NA	31.07.2015	14.07.2015	2.46
D36	D	36	15	2	6	yellow	9	1	D_Sxan_36	Sxan_1	sxan	36	-0.59	2.29	70.5	0.02	39.7	399	10:06	08:00	02:06	2.1	396	NA	22.08.2015	04.08.2015	2.46
D37	D	37	15.5	2	12	blue	15	0	D_Ptom_37	All_Ptom_4	ptom	37	-0.77	0.14	71.2	0.01	36	124	15:08	08:00	07:08	7.13	471	NA	07.08.2015	04.08.2015	4.67
D37	D	37	15.5	2	12	blue	6	1	D_Ptom_37	All_Ptom_4	ptom	37	0.23	0.44	NA	NA	NA	57	15:06	08:00	07:06	7.1	NA	NA	29.07.2015	14.07.2015	4.67
D38	D	38	16	2	15	red	11	1	D_Sxan_38	ou_sxan_2	sxan	38	-0.46	0.89	NA	NA	NA	356	10:57	08:00	02:57	2.95	NA	NA	31.07.2015	14.07.2015	3.45
D4	D	4	15	0	12	blue	11	1	D_Ptom_4	All_Ptom_4	ptom	4	-0.57	0.58	NA	NA	NA	54	15:27	08:00	07:27	7.45	NA	NA	03.08.2015	14.07.2015	3.74
D40	D	40	17	2	6	yellow	9	1	D_Ssem_40	SS	ssem	40	-0.26	2.27	70.1	0.19	39.9	467	10:11	08:00	02:11	2.18	392	NA	22.08.2015	04.08.2015	2.17
D43	D	43	14.5	2.5	12	blue	21	1	D_Dry_43	DL_m_6	dry	43	0.38	1.82	70.5	0.12	39.7	466	10:17	08:00	02:17	2.28	386	NA	22.08.2015	04.08.2015	4.04
D44	D	44	15	2.5	12	blue	15	0	D_Sjoh_44	ou_SJoh_23A	sjoh	44	-1.77	0.15	71.5	0.01	35.9	116	15:13	08:00	07:13	7.22	622	NA	07.08.2015	04.08.2015	4.07
D46	D	46	16	2.5	21	green	20	1	D_Slep_46	12I_Slep_3	slep	46	-0.8	0.51	NA	NA	NA	49	14:20	08:00	06:20	6.33	NA	NA	03.08.2015	14.07.2015	4.05
D47	D	47	16.5	2.5	6	yellow	9	1	D_Sjoh_47	8m_SJoh_6	sjoh	47	-0.37	0.4	70.3	0.2	37.2	478	10:23	08:00	02:23	2.38	400	NA	22.08.2015	04.08.2015	3.68
D48	D	48	17	2.5	0	white	0	0	D_Ssmi_48	Ssmi_m_2	ssmi	48	-0.49	0.31	70.9	0.33	36.1	334	10:28	08:00	02:28	2.47	386	NA	22.08.2015	04.08.2015	2.9
D49	D	49	13.5	3	3	orange	3	0	D_Sbec_49	SHOREABECCARINA_Sbec	sbec	49	-0.47	0.31	70.1	0.01	36.2	131	15:18	08:00	07:18	7.3	425	NA	07.08.2015	04.08.2015	2.85
D52	D	52	15	3	0	white	0	0	D_Ptom_52	Ptom_1_RDC	ptom	52	0.35	0.92	70.5	0.98	36.6	361	14:56	08:00	06:56	6.93	439	NA	20.08.2015	04.08.2015	3.47
D54	D	54	16	3	3	orange	3	0	D_Ssmi_54	Ssmi_5	ssmi	54	0.33	0.38	70.3	0.87	36.7	418	15:02	08:00	07:02	7.03	423	NA	20.08.2015	04.08.2015	4.75
D54	D	54	16	3	3	orange	3	1	D_Ssmi_54	Ssmi_5	ssmi	54	2.05	1.14	NA	NA	NA	482	10:20	08:00	02:20	2.33	NA	NA	04.08.2015	14.07.2015	4.75
D56	D	56	17	3	3	orange	3	0	D_Sbec_56	SHOREABECCARINA_Sbec	sbec	56	-1.82	0.24	70.8	0.01	36.7	250	11:15	08:00	03:15	3.25	580	NA	12.08.2015	04.08.2015	5.41
D6	D	6	16	0	0	white	0	0	D_Sjoh_6	8L_SJoh_50	sjoh	6	1.27	1.12	70.8	0.05	39.9	471	09:32	08:00	01:32	1.53	364	NA	22.08.2015	04.08.2015	3.71
D60	D	60	15	3.5	18	silver	17	1	D_Dry_60	DL_Tawau	dry	60	0.34	0.43	NA	NA	NA	263	15:00	08:00	07:00	7	NA	NA	03.08.2015	14.07.2015	5.56
D60	D	60	15	3.5	18	silver	33	1	D_Dry_60	DL_Tawau	dry	60	1.31	1.97	70.8	0.19	39.3	319	10:34	08:00	02:34	2.57	369	NA	22.08.2015	04.08.2015	5.56
D61	D	61	15.5	3.5	21	green 	39	1	D_Ssmi_61	Ssmi_5	ssmi	61	1.38	1.03	70.6	0.1	38.2	413	10:40	08:00	02:40	2.67	269	NA	22.08.2015	04.08.2015	3.78
D62	D	62	16	3.5	21	green 	39	1	D_Ssmi_62	Ssmi_3A	ssmi	62	-0.93	0.03	71.4	0.16	37.3	446	10:45	08:00	02:45	2.75	321	NA	22.08.2015	04.08.2015	3.63
D63	D	63	16.5	3.5	18	silver	33	1	D_Sbec_63	SHOREABECCARINA_Sbec	sbec	63	0.33	0.82	71.6	0.2	37.9	391	10:51	08:00	02:51	2.85	246	NA	22.08.2015	04.08.2015	5.83
D65	D	65	13.5	4	12	blue	19	1	D_Sbec_65	SHOREABECCARINA_Sbec	sbec	65	0.63	0.29	70.8	0.63	32.6	846	15:08	08:00	07:08	7.13	419	NA	20.08.2015	04.08.2015	3.86
D67	D	67	14.5	4	0	white	0	0	D_Spar_67	9P_Spar_2	spar	67	-1.33	0.71	70.5	0.01	37.2	172	11:38	08:00	03:38	3.63	588	NA	12.08.2015	04.08.2015	3.45
D67	D	67	14.5	4	0	white	0	1	D_Spar_67	9P_Spar_2	spar	67	2.39	1.17	NA	NA	NA	59	12:24	08:00	04:24	4.4	NA	NA	30.07.2015	14.07.2015	3.45
D67	D	67	14.5	4	0	white	0	1	D_Spar_67	9P_Spar_2	spar	67	3.42	1.61	NA	NA	NA	378	11:02	08:00	03:02	3.03	NA	NA	31.07.2015	14.07.2015	3.45
D68	D	68	15	4	15	red	25	1	D_Sjoh_68	8m_SJoh_7	sjoh	68	0.79	0.22	71.7	0.33	37.6	613	15:14	08:00	07:14	7.23	394	NA	20.08.2015	04.08.2015	4.85
D68	D	68	15	4	15	red	27	1	D_Sjoh_68	8m_SJoh_7	sjoh	68	0.49	0.03	71.1	0.33	38.6	239	10:57	08:00	02:57	2.95	368	NA	22.08.2015	04.08.2015	4.85
D69	D	69	15.5	4	18	silver	13	1	D_Dry_69	DL_m_1	dry	69	0.57	0.47	NA	NA	NA	41	12:37	08:00	04:37	4.62	NA	NA	30.07.2015	14.07.2015	6.17
D69	D	69	15.5	4	18	silver	17	1	D_Dry_69	DL_m_1	dry	69	-1.25	0.74	NA	NA	NA	296	11:20	08:00	03:20	3.33	NA	NA	03.08.2015	14.07.2015	6.17
D7	D	7	16.5	0	21	green	21	1	D_Spar_7	Sp_m_4	spar	7	-0.68	0.47	NA	NA	NA	397	10:38	08:00	02:38	2.63	NA	NA	04.08.2015	14.07.2015	3.43
D7	D	7	16.5	0	21	green 	24	1	D_Spar_7	Sp_m_4	spar	7	0.81	0.23	70.5	0.07	33.2	117	14:49	08:00	06:49	6.82	354	NA	07.08.2015	04.08.2015	3.43
D71	D	71	16.5	4	9	black	9	1	D_Ptom_71	Pt_m_2	ptom	71	0.57	0.67	NA	NA	NA	319	10:26	08:00	02:26	2.43	NA	NA	04.08.2015	14.07.2015	3.94
D72	D	72	17	4	18	silver	17	1	D_Ssem_72	SS	ssem	72	0	0.34	NA	NA	NA	105	14:25	08:00	06:25	6.42	NA	NA	03.08.2015	14.07.2015	2
D72	D	72	17	4	18	silver	33	1	D_Ssem_72	SS	ssem	72	1.44	0.48	70.6	0.41	38.8	338	11:03	08:00	03:03	3.05	412	NA	22.08.2015	04.08.2015	2
D73	D	73	13.5	4.5	15	red	17	1	D_Spar_73	Sp_m_3	spar	73	-1	0.19	70.1	0.01	37.3	79	11:47	08:00	03:47	3.78	557	NA	12.08.2015	04.08.2015	3.46
D74	D	74	14	4.5	15	red	27	1	D_Spar_74	SP_m_7	spar	74	0.84	0.91	71.5	0.31	37.4	249	11:09	08:00	03:09	3.15	367	NA	22.08.2015	04.08.2015	3.4
D75	D	75	14.5	4.5	12	blue	23	1	D_Spar_75	SP_m_7	spar	75	-0.91	0.53	70.6	0.49	36.1	349	08:36	08:00	00:36	0.6	461	NA	24.08.2015	04.08.2015	3.96
D76	D	76	15	4.5	21	green 	23	1	D_Sbec_76	SHOREABECCARINA_Sbec	sbec	76	-1.22	0.22	71.8	0.01	38	172	11:52	08:00	03:52	3.87	586	NA	12.08.2015	04.08.2015	4.67
D81	D	81	13.5	5	9	black 	9	0	D_Spar_81	Spar_1	spar	81	-1.34	0.42	70.5	0.01	38.7	229	11:58	08:00	03:58	3.97	561	NA	12.08.2015	04.08.2015	4.01
D81	D	81	13.5	5	9	black	4	1	D_Spar_81	Spar_1	spar	81	-0.46	0.39	NA	NA	NA	59	12:42	08:00	04:42	4.7	NA	NA	30.07.2015	14.07.2015	4.01
D81	D	81	13.5	5	9	black	8	1	D_Spar_81	Spar_1	spar	81	-0.23	0.43	NA	NA	NA	224	15:07	08:00	07:07	7.12	NA	NA	03.08.2015	14.07.2015	4.01
D86	D	86	16	5	6	yellow	5	1	D_Spar_86	SP_m_5	spar	86	-1.14	0.54	NA	NA	NA	12	15:49	08:00	07:49	7.82	NA	NA	03.08.2015	14.07.2015	3.47
D88	D	88	17	5	6	yellow	11	1	D_Pmal_88	9L_Pmal_9	pmal	88	-0.86	0.41	71.9	0.01	37.3	499	08:42	08:00	00:42	0.7	297	NA	24.08.2015	04.08.2015	4.23
D89	D	89	13.5	5.5	6	yellow	6	0	D_Sxan_89	8L_Sxan_10	sxan	89	-1.74	0.43	71.2	0.02	39.5	332	12:03	08:00	04:03	4.05	548	NA	12.08.2015	04.08.2015	3.45
D90	D	90	14	5.5	15	red	29	1	D_Slep_90	SL_maliau	slep	90	-0.87	0.31	71.5	0.31	37.4	481	08:48	08:00	00:48	0.8	273	NA	24.08.2015	04.08.2015	3.32
D91	D	91	14.5	5.5	12	blue	6	1	D_Sbec_91	Sbec_Sfr	sbec	91	-0.23	0.28	NA	NA	NA	276	15:11	08:00	07:11	7.18	NA	NA	29.07.2015	14.07.2015	3.92
D95	D	95	16.5	5.5	15	red	29	1	D_Ssmi_95	9H_Ssmi_4	ssmi	95	0.49	0.28	71.3	0.09	37.7	394	08:53	08:00	00:53	0.88	403	NA	24.08.2015	04.08.2015	6.23
D96	D	96	17	5.5	9	black 	17	1	D_Ptom_96	Ptom_2_RDC	ptom	96	1.31	0.39	71.9	0.18	36.9	201	08:59	08:00	00:59	0.98	419	NA	24.08.2015	04.08.2015	4.11
D99	D	99	14.5	6	15	red	29	1	D_Sbec_99	SHOREABECCARINA_Sbec	sbec	99	1.41	0.4	70.6	0.11	37.1	149	09:04	08:00	01:04	1.07	330	NA	24.08.2015	04.08.2015	4.44
E10	E	10	18.5	0.5	18	silver	23	1	E_Spar_10	Sp_m_1	spar	10	-0.57	0.41	70.8	0.01	40.2	129	13:02	08:00	05:02	5.03	428	NA	12.08.2015	04.08.2015	4.47
E101	E	101	20	6	15	red	11	1	E_Ptom_101	8L_Ptom_6	ptom	101	-0.57	0.38	NA	NA	NA	512	12:02	08:00	04:02	4.03	NA	NA	31.07.2015	14.07.2015	3.74
E101	E	101	20	6	15	red	17	1	E_Ptom_101	8L_Ptom_6	ptom	101	-0.42	0.29	70.5	0.01	38.9	351	14:47	08:00	06:47	6.78	427	NA	12.08.2015	04.08.2015	3.74
E103	E	103	21	6	18	silver	18	1	E_Ssmi_103	Ssmi_Tawau	ssmi	103	0.11	0.89	NA	NA	NA	229	10:45	08:00	02:45	2.75	NA	NA	04.08.2015	14.07.2015	6.04
E105	E	105	18	6.5	18	silver	17	1	E_Slep_105	8P_Slep_4	slep	105	1.25	0.53	NA	NA	NA	175	14:51	08:00	06:51	6.85	NA	NA	03.08.2015	14.07.2015	4.5
E107	E	107	19	6.5	6	yellow	2	1	E_Ptom_107	Ptom_m_3	ptom	107	-2.16	1.78	NA	NA	NA	539	12:07	08:00	04:07	4.12	NA	NA	31.07.2015	14.07.2015	3.94
E109	E	109	20	6.5	21	green 	37	1	E_Slep_109	SL_m_108	slep	109	0.14	0.2	70.2	0.01	34.3	329	16:18	08:00	08:18	8.3	401	NA	20.08.2015	04.08.2015	3.87
E110	E	110	20.5	6.5	21	green 	23	1	E_Dry_110	DL_m_1	dry	110	-0.29	0.18	70.2	0.01	39.4	211	14:53	08:00	06:53	6.88	435	NA	12.08.2015	04.08.2015	5.64
E110	E	110	20.5	6.5	21	green 	37	1	E_Dry_110	DL_m_1	dry	110	0.26	0.43	69.1	0.04	34.1	321	16:25	08:00	08:25	8.42	399	NA	20.08.2015	04.08.2015	5.64
E112	E	112	21.5	6.5	12	blue	12	0	E_Ssmi_112	Ssmi_3A	ssmi	112	0.29	0.65	71.2	0.03	39.2	209	14:59	08:00	06:59	6.98	356	NA	12.08.2015	04.08.2015	4.06
E112	E	112	21.5	6.5	12	blue	7	1	E_Ssmi_112	Ssmi_3A	ssmi	112	5.47	1.51	NA	NA	NA	105	13:40	08:00	05:40	5.67	NA	NA	30.07.2015	14.07.2015	4.06
E113	E	113	18	7	15	red	17	1	E_Ssem_113	Ssem_ou	ssem	113	-0.03	0.27	70.1	0.01	39.3	188	15:05	08:00	07:05	7.08	408	NA	12.08.2015	04.08.2015	3.34
E116	E	116	19.5	7	0	white	0	0	E_Spar_116	SP_m_5	spar	116	3.26	0.97	70.1	0.08	36.5	142	14:42	08:00	06:42	6.7	277	NA	24.08.2015	04.08.2015	4.36
E116	E	116	19.5	7	0	white	0	1	E_Spar_116	SP_m_5	spar	116	3.65	2.13	NA	NA	NA	440	12:12	08:00	04:12	4.2	NA	NA	31.07.2015	14.07.2015	4.36
E118	E	118	20.5	7	0	white	0	0	E_Sjoh_118	8m_SJoh_6	sjoh	118	2.99	0.99	70.8	0.09	38.6	201	15:11	08:00	07:11	7.18	291	NA	12.08.2015	04.08.2015	4.57
E119	E	119	21	7	0	white	0	0	E_Slep_119	8P_Slep_4	slep	119	1.37	1.73	NA	NA	NA	297	12:23	08:00	04:23	4.38	NA	NA	03.08.2015	14.07.2015	4.73
E12	E	12	19.5	0.5	15	red	11	1	E_Sbec_12	SHOREABECCARINA_Sbec	sbec	12	1.14	0.79	NA	NA	NA	361	11:43	08:00	03:43	3.72	NA	NA	31.07.2015	14.07.2015	5.81
E120	E	120	21.5	7	0	white	0	0	E_Dry_120	DL_m_2	dry	120	-0.75	0.84	71.2	0.07	36.3	103	14:48	08:00	06:48	6.8	396	NA	24.08.2015	04.08.2015	5.58
E121	E	121	18	7.5	15	red	29	1	E_Dry_121	DL_m_2	dry	121	1.58	0.83	70.8	0.06	36.4	95	14:54	08:00	06:54	6.9	309	NA	24.08.2015	04.08.2015	5.42
E122	E	122	18.5	7.5	15	red	9	1	E_Sjoh_122	ou_SJoh_23A	sjoh	122	-0.23	0.49	NA	NA	NA	188	15:46	08:00	07:46	7.77	NA	NA	29.07.2015	14.07.2015	3.7
E123	E	123	19	7.5	15	red	10	1	E_Ptom_123	Ptom_1_RDC	ptom	123	-0.34	0.39	NA	NA	NA	191	13:58	08:00	05:58	5.97	NA	NA	30.07.2015	14.07.2015	3.46
E126	E	126	20.5	7.5	3	orange	3	0	E_Sjoh_126	8L_SJoh_50	sjoh	126	3.01	0.99	70.1	0.08	38.3	206	15:17	08:00	07:17	7.28	289	NA	12.08.2015	04.08.2015	3.18
E126	E	126	20.5	7.5	3	orange	0	1	E_Sjoh_126	8L_SJoh_50	sjoh	126	0.91	1.25	NA	NA	NA	536	12:17	08:00	04:17	4.28	NA	NA	31.07.2015	14.07.2015	3.18
E127	E	127	21	7.5	15	red	29	1	E_Sjoh_127	8m_SJoh_7	sjoh	127	0.56	0.32	70.9	0.02	36.2	87	15:35	08:00	07:35	7.58	405	NA	24.08.2015	04.08.2015	4.34
E128	E	128	21.5	7.5	21	green	16	1	E_Ssem_128	SS	ssem	128	-0.11	0.37	NA	NA	NA	512	13:04	08:00	05:04	5.07	NA	NA	30.07.2015	14.07.2015	3.47
E13	E	13	20	0.5	6	yellow	5	1	E_Sxan_13	ou_sxan_2	sxan	13	-0.8	0.78	NA	NA	NA	36	15:43	08:00	07:43	7.72	NA	NA	03.08.2015	14.07.2015	2.65
E132	E	132	19.5	8	21	green 	41	1	E_Slep_132	12I_Slep_3	slep	132	0.31	0.17	70.1	0.03	32.4	88	15:07	08:00	07:07	7.12	392	NA	24.08.2015	04.08.2015	5.01
E135	E	135	21	8	12	blue	23	1	E_Ssmi_135	Ssmi_Tawau	ssmi	135	0.29	0.17	70.1	0.01	36.1	87	15:12	08:00	07:12	7.2	323	NA	24.08.2015	04.08.2015	5.34
E136	E	136	21.5	8	6	yellow	11	1	E_Pmal_136	9j_Pmal_1	pmal	136	0.35	0.38	69.8	0.02	35.9	77	15:17	08:00	07:17	7.28	438	NA	24.08.2015	04.08.2015	4.3
E137	E	137	18	8.5	18	silver	14	1	E_Spar_137	9P_Spar_2	spar	137	-0.23	0.36	NA	NA	NA	113	12:22	08:00	04:22	4.37	NA	NA	31.07.2015	14.07.2015	2.88
E14	E	14	20.5	0.5	9	black 	17	1	E_Ssem_14	SS	ssem	14	1.31	1.21	71.8	0.23	38.6	221	10:47	08:00	02:47	2.78	301	NA	24.08.2015	04.08.2015	3.98
E141	E	141	20	8.5	0	white	0	0	E_Ssem_141	SS	ssem	141	3.3	1.18	NA	NA	NA	575	12:28	08:00	04:28	4.47	NA	NA	03.08.2015	14.07.2015	3.77
E145	E	145	18	9	9	black 	9	0	E_Slep_145	SL_m_114	slep	145	1.42	0.57	71.2	0.03	38.2	254	15:23	08:00	07:23	7.38	314	NA	12.08.2015	04.08.2015	3.88
E146	E	146	18.5	9	6	yellow	11	1	E_Spar_146	SP_m_7	spar	146	0.41	0.19	69.3	0.04	37.8	100	15:22	08:00	07:22	7.37	321	NA	24.08.2015	04.08.2015	4.07
E148	E	148	19.5	9	9	black 	9	0	E_Spar_148	SP_m_5	spar	148	0.54	0.52	70.5	0.03	39.3	142	15:29	08:00	07:29	7.48	342	NA	12.08.2015	04.08.2015	3.03
E148	E	148	19.5	9	9	black	4	1	E_Spar_148	SP_m_5	spar	148	-0.46	0.98	NA	NA	NA	90	13:09	08:00	05:09	5.15	NA	NA	30.07.2015	14.07.2015	3.03
E149	E	149	20	9	15	red	29	1	E_Dry_149	DL_m_3	dry	149	0.51	0.2	70.3	0.08	36.9	213	15:28	08:00	07:28	7.47	138	NA	24.08.2015	04.08.2015	4.31
E15	E	15	21	0.5	0	white	0	0	E_Pmal_15	Pmal_Tawau	pmal	15	0.36	0.91	70.7	0.31	37.5	238	10:52	08:00	02:52	2.87	331	NA	24.08.2015	04.08.2015	4.23
E150	E	150	20.5	9	3	orange	3	0	E_Ssem_150	SS	ssem	150	0.37	0.39	71.8	0.03	38.3	132	15:34	08:00	07:34	7.57	248	NA	12.08.2015	04.08.2015	2.19
E150	E	150	20.5	9	3	orange	2	1	E_Ssem_150	SS	ssem	150	-0.11	0.34	NA	NA	NA	23	15:37	08:00	07:37	7.62	NA	NA	03.08.2015	14.07.2015	2.19
E151	E	151	21	9	6	yellow	1	1	E_Slep_151	9P_Slep_2	slep	151	1.14	0.86	NA	NA	NA	260	13:14	08:00	05:14	5.23	NA	NA	30.07.2015	14.07.2015	3.26
E151	E	151	21	9	6	yellow	11	1	E_Slep_151	9P_Slep_2	slep	151	1.91	0.67	70.1	0.05	35.6	74	15:44	08:00	07:44	7.73	324	NA	24.08.2015	04.08.2015	3.26
E152	E	152	21.5	9	6	yellow	11	1	E_Spar_152	9Q_Spar_10	spar	152	0.5	0.39	70.5	0.02	35.2	67	15:50	08:00	07:50	7.83	390	NA	24.08.2015	04.08.2015	3.51
E153	E	153	18	9.5	18	silver	13	1	E_Ptom_153	9I_Ptom_5	ptom	153	-0.34	0.43	NA	NA	NA	84	13:21	08:00	05:21	5.35	NA	NA	30.07.2015	14.07.2015	3.71
E154	E	154	18.5	9.5	12	blue	23	1	E_Ptom_154	Ptom_4	ptom	154	0	0.39	70.8	0.82	35.1	45	15:59	08:00	07:59	7.98	NA	NA	24.08.2015	04.08.2015	4.06
E155	E	155	19	9.5	3	orange	5	1	E_Spar_155	Sp_m_3	spar	155	0.42	0.36	70.5	0.01	34.9	120	16:08	08:00	08:08	8.13	NA	NA	24.08.2015	04.08.2015	4.25
E156	E	156	19.5	9.5	0	white	0	0	E_Ssmi_156	Ssmi_4	ssmi	156	1.57	0.01	70.7	0.05	37.2	148	15:39	08:00	07:39	7.65	321	NA	12.08.2015	04.08.2015	5
E157	E	157	20	9.5	3	orange	3	0	E_Pmal_157	9L_Pmal_9	pmal	157	0.01	0.09	71.7	0.03	38.9	291	15:45	08:00	07:45	7.75	493	NA	12.08.2015	04.08.2015	4.16
E158	E	158	20.5	9.5	9	black	8	1	E_Ssmi_158	Ssmi_5	ssmi	158	-2.16	1.48	NA	NA	NA	456	12:34	08:00	04:34	4.57	NA	NA	03.08.2015	14.07.2015	5.54
E19	E	19	19	1	12	blue	12	1	E_Sbec_19	SHOREABECCARINA_Sbec	sbec	19	-0.23	0.69	NA	NA	NA	423	10:58	08:00	02:58	2.97	NA	NA	04.08.2015	14.07.2015	3.69
E20	E	20	19.5	1	6	yellow	6	1	E_Ssem_20	SS	ssem	20	-0.68	0.3	NA	NA	NA	196	10:14	08:00	02:14	2.23	NA	NA	04.08.2015	14.07.2015	3.31
E21	E	21	20	1	6	yellow	11	1	E_Slep_21	8P_Slep_4	slep	21	0.71	0.33	70.6	0.42	37.7	291	10:58	08:00	02:58	2.97	321	NA	24.08.2015	04.08.2015	4.73
E22	E	22	20.5	1	6	yellow	5	1	E_Sbec_22	Sbec_Sfr	sbec	22	-0.68	0.29	NA	NA	NA	306	11:55	08:00	03:55	3.92	NA	NA	03.08.2015	14.07.2015	3.96
E23	E	23	21	1	21	green	15	1	E_Sjoh_23	8L_SJoh_50	sjoh	23	-0.11	0.41	NA	NA	NA	54	15:16	08:00	07:16	7.27	NA	NA	29.07.2015	14.07.2015	3.71
E24	E	24	21.5	1	9	black 	9	0	E_Sjoh_24	8m_SJoh_7	sjoh	24	-0.06	0.47	70.8	0.02	39	204	13:09	08:00	05:09	5.15	391	NA	12.08.2015	04.08.2015	2.98
E25	E	25	18	1.5	0	white	0	0	E_Slep_25	SL_maliau	slep	25	1.66	0.41	70.9	0.3	36.1	331	11:04	08:00	03:04	3.07	381	NA	24.08.2015	04.08.2015	4.05
E26	E	26	18.5	1.5	3	orange	3	0	E_Slep_26	SL_m_72	slep	26	6.07	2.53	70.1	0.26	40.5	492	13:17	08:00	05:17	5.28	285	NA	12.08.2015	04.08.2015	4.21
E30	E	30	20.5	1.5	3	orange	0	1	E_Slep_30	SL_m_108	slep	30	0.91	1.05	NA	NA	NA	54	15:21	08:00	07:21	7.35	NA	NA	29.07.2015	14.07.2015	4.23
E32	E	32	21.5	1.5	15	red	17	1	E_Ssmi_32	Ssmi_Tawau	ssmi	32	-0.99	0.29	70.5	0.01	38.6	201	13:27	08:00	05:27	5.45	485	NA	12.08.2015	04.08.2015	5.6
E33	E	33	18	2	12	blue	23	1	E_Ptom_33	Ptom_3	ptom	33	1.31	0.31	70.9	0.41	36.3	391	11:09	08:00	03:09	3.15	352	NA	24.08.2015	04.08.2015	4.88
E36	E	36	19.5	2	0	white	0	1	E_Spar_36	SP_m_7	spar	36	1.59	1	NA	NA	NA	67	15:28	08:00	07:28	7.47	NA	NA	29.07.2015	14.07.2015	2.08
E38	E	38	20.5	2	6	yellow	6	0	E_Dry_38	Dl_m_4	dry	38	0.28	0.38	70.5	0.01	38.5	57	13:42	08:00	05:42	5.7	388	NA	12.08.2015	04.08.2015	4.89
E39	E	39	21	2	15	red	11	1	E_Ssmi_39	Ssmi_19	ssmi	39	1.59	0.38	NA	NA	NA	126	11:48	08:00	03:48	3.8	NA	NA	31.07.2015	14.07.2015	4.64
E4	E	4	19.5	0	18	silver	13	1	E_Sjoh_4	S.Joh_m_7	sjoh	4	1.59	1.05	NA	NA	NA	62	12:51	08:00	04:51	4.85	NA	NA	30.07.2015	14.07.2015	4.49
E43	E	43	19	2.5	3	orange	5	1	E_Sjoh_43	ou_SJoh_23A	sjoh	43	0.2	0.46	70.3	0.2	36.4	492	11:15	08:00	03:15	3.25	298	NA	24.08.2015	04.08.2015	3.71
E46	E	46	20.5	2.5	12	blue	12	0	E_Spar_46	Sp_m_6	spar	46	-0.36	0.35	70.1	0.02	36.9	84	13:50	08:00	05:50	5.83	423	NA	12.08.2015	04.08.2015	4.19
E47	E	47	21	2.5	12	blue	8	1	E_Slep_47	SL_maliau	slep	47	0.46	0.77	NA	NA	NA	229	11:53	08:00	03:53	3.88	NA	NA	31.07.2015	14.07.2015	4.28
E49	E	49	18	3	15	red	29	1	E_Slep_49	SL_m_72	slep	49	0.91	0.31	71.4	0.1	37.4	318	11:21	08:00	03:21	3.35	322	NA	24.08.2015	04.08.2015	4.07
E52	E	52	19.5	3	12	blue	12	0	E_Slep_52	12I_Slep_3	slep	52	-0.27	0.28	70.2	0.01	38.9	210	13:57	08:00	05:57	5.95	344	NA	12.08.2015	04.08.2015	5.26
E57	E	57	18	3.5	15	red	17	1	E_Spar_57	Sp_m_6	spar	57	1.23	0.3	71.5	0.01	36.9	271	14:04	08:00	06:04	6.07	387	NA	12.08.2015	04.08.2015	4.52
E58	E	58	18.5	3.5	12	blue	23	1	E_Sjoh_58	8m_SJoh_7	sjoh	58	0.86	0.44	71.6	0.91	37.8	322	11:26	08:00	03:26	3.43	242	NA	24.08.2015	04.08.2015	4.01
E59	E	59	19	3.5	15	red	29	1	E_Spar_59	Sp_m_1	spar	59	0.31	0.81	71.6	0.23	38.9	213	11:31	08:00	03:31	3.52	231	NA	24.08.2015	04.08.2015	4.06
E62	E	62	20.5	3.5	9	black	3	1	E_Ptom_62	9I_Ptom_5	ptom	62	2.96	1.33	NA	NA	NA	154	15:33	08:00	07:33	7.55	NA	NA	29.07.2015	14.07.2015	5.31
E62	E	62	20.5	3.5	9	black 	17	1	E_Ptom_62	9I_Ptom_5	ptom	62	1.41	0.83	71.5	0.21	32.8	431	11:37	08:00	03:37	3.62	213	NA	24.08.2015	04.08.2015	5.31
E64	E	64	21.5	3.5	9	black	4	1	E_Ptom_64	Ptom_1_RDC	ptom	64	-0.23	0.56	NA	NA	NA	59	12:59	08:00	04:59	4.98	NA	NA	30.07.2015	14.07.2015	4.33
